,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
886,-1.5893033543807653,-0.41061400053064817,0.034937929106687915,HG02318,AFR,ACB,African Caribbean in Barbados
887,-1.8830985124728779,-0.1917021407640969,-0.05414706223354359,HG02322,AFR,ACB,African Caribbean in Barbados
888,-1.7696419588898735,-0.21631822240895562,-0.08105037861439429,HG02323,AFR,ACB,African Caribbean in Barbados
889,-1.6155162130469243,-0.20635978366782223,0.22818611542290443,HG02325,AFR,ACB,African Caribbean in Barbados
890,-1.6322251115145174,-0.2571727747406331,0.16315768519677798,HG02330,AFR,ACB,African Caribbean in Barbados
891,-0.9251533850114595,0.33333926290853144,-0.2168232438761288,HG02332,AFR,ACB,African Caribbean in Barbados
892,-1.209601154595049,0.039987947789270596,0.27179447750792884,HG02334,AFR,ACB,African Caribbean in Barbados
893,-1.8419433258448221,-0.16163113265775841,-0.11621807341884505,HG02337,AFR,ACB,African Caribbean in Barbados
894,-1.7161755786586066,-0.1561341581309725,0.3279455892326639,HG02339,AFR,ACB,African Caribbean in Barbados
895,-0.7190552071056637,0.44009594697281434,-0.07282493427976927,HG02343,AFR,ACB,African Caribbean in Barbados
896,0.4543025499117241,0.9118701770293899,-0.6052740271712095,HG02345,AMR,PEL,"Peruvian in Lima, Peru"
897,0.6357020308057104,0.2983940029303877,-2.268665595705863,HG02348,AMR,PEL,"Peruvian in Lima, Peru"
898,0.750266624681515,-1.5988334732774463,0.15767841657935244,HG02351,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
899,0.6520038658086348,-1.7232393350977273,0.06515628465520067,HG02353,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
900,0.7501008801301035,-1.6253262510774438,0.3682009056284002,HG02355,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
901,0.6171120871271344,-1.5260402055392228,0.3226795950922278,HG02356,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
902,0.7868261239339448,-1.9120262705723097,0.20956098970966178,HG02360,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
903,0.7555282216628105,-1.5548032387451594,0.5002621342134835,HG02364,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
904,0.6492954049758393,-1.858133861176853,0.6450439342232074,HG02367,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
905,0.72514032707328,-1.6886121265673837,0.5824568654801934,HG02371,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
906,0.6795529586900713,-1.9898523152926093,0.013740191040186868,HG02373,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
907,0.7039595303593124,-1.5333578323569699,0.21192752511467633,HG02374,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
908,0.6606041794265575,-1.7924648631257338,-0.5125142055334695,HG02375,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
909,0.7140537466340398,-1.6958028505367782,0.05741761584323623,HG02379,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
910,0.6739374790733352,-2.097510043507432,0.3671391866105682,HG02380,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
911,0.8003537699958324,-1.784512087928302,-0.01769522937845083,HG02382,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
912,0.7449586745994361,-1.7419947480131153,0.10914516436735812,HG02383,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
913,0.8463396059410517,-1.6431295238488322,0.5999943811963317,HG02384,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
914,0.79293355560976,-1.848057316754834,-0.3929173966518559,HG02385,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
915,0.8043049957082662,-1.932123397587793,0.11590973946502407,HG02386,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
916,0.8228926787311968,-1.6831498220424144,0.02463279629236454,HG02389,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
